PRN,TIME(SOD),C1,C2,L1,L2,Tgd,IPPx,IPPy,IPPz,LLI_1,LLI_2,Elevation,Azimuth,Lat,Lon
GPS 4,0.0,20560584.229,20560580.229,-3880060.19215,-3878079.49531,-6.053596735e-09,632330.4278, -5097472.9331, 4345544.3177,4,4,64.6110199422,225.490646484,41.2249411746,278.385109745
GPS 7,0.0,20551106.06,20551102.005,-3845785.64861,-3844289.71984,-1.86264514923e-09,799621.3959, -4936802.6257, 4500712.4935,4,4,71.8484891988,38.4535398737,41.2249411746,278.385109745
GPS 9,0.0,23203728.127,23203724.523,-1110584.97548,-1109124.40791,-5.58793544769e-09,63255.9251, -4963424.3059, 4541832.8171,4,4,24.7482085392,284.73887238,41.2249411746,278.385109745
GPS 20,0.0,22818609.428,22818604.472,-1864165.29604,-1862853.61522,-6.98491930962e-09,1193971.3136, -4740128.9722, 4623141.4990,4,4,30.2341772636,60.9622360978,41.2249411746,278.385109745
GPS 24,0.0,23576846.842,23576844.668,-959487.731747,-957783.591001,-1.39698386192e-09,215620.2235, -5416554.8782, 3985256.4110,4,4,20.6953162983,226.104828816,41.2249411746,278.385109745
GPS 28,0.0,21618181.596,21618176.759,-3106105.66619,-3104733.75339,-1.02445483208e-08,940091.1708, -5172818.5330, 4198333.5391,4,4,44.0588130092,150.069446632,41.2249411746,278.385109745
GPS 4,30.0,20552692.87,20552688.849,-3887951.54879,-3885970.84407,-6.053596735e-09,632942.9576, -5096283.5946, 4346849.9199,4,4,64.8487047482,225.723785876,41.2249411746,278.385109745
GPS 7,30.0,20552971.515,20552967.469,-3843920.17595,-3842424.241,-1.86264514923e-09,801033.6991, -4936859.3441, 4500399.1290,4,4,71.7662828775,39.1221283631,41.2249411746,278.385109745
GPS 9,30.0,23208502.918,23208499.269,-1105810.18544,-1104349.61617,-5.58793544769e-09,62073.5803, -4965281.1390, 4539819.1123,4,4,24.7196325576,284.496772327,41.2249411746,278.385109745
GPS 20,30.0,22824571.128,22824566.279,-1858203.55436,-1856891.86733,-6.98491930962e-09,1193718.4593, -4738285.1475, 4625096.4954,4,4,30.1666274881,60.7226741041,41.2249411746,278.385109745
GPS 24,30.0,23559255.862,23559253.68,-977078.552504,-975374.392859,-1.39698386192e-09,218622.7739, -5412932.6889, 3990011.4384,4,4,20.8971614719,226.223602112,41.2249411746,278.385109745
GPS 28,30.0,21633853.765,21633848.94,-3090433.54248,-3089061.63157,-1.02445483208e-08,941218.0119, -5174365.0197, 4196174.7804,4,4,43.8180989941,150.165734434,41.2249411746,278.385109745
GPS 4,60.0,20544893.432,20544889.4,-3895750.98406,-3893770.27406,-6.053596735e-09,633556.5801, -5095098.5183, 4348149.5650,4,4,65.0861979091,225.959965559,41.2249411746,278.385109745
GPS 7,60.0,20554883.174,20554879.086,-3842008.49694,-3840512.55832,-1.86264514923e-09,802446.3870, -4936919.8819, 4500081.0400,4,4,71.6825524457,39.7861037568,41.2249411746,278.385109745
GPS 9,60.0,23213383.71,23213379.972,-1100929.40392,-1099468.8411,-5.58793544769e-09,60872.2925, -4967138.1657, 4537803.4882,4,4,24.6899177511,284.254829689,41.2249411746,278.385109745
GPS 20,60.0,22830643.774,22830639.05,-1852130.86994,-1850819.18231,-6.98491930962e-09,1193479.0997, -4736429.6587, 4627058.3763,4,4,30.0978425503,60.4839856859,41.2249411746,278.385109745
GPS 24,60.0,23541707.517,23541705.298,-994626.760799,-992922.573197,-1.39698386192e-09,221592.4567, -5409345.0195, 3994710.3442,4,4,21.0990206802,226.342962339,41.2249411746,278.385109745
GPS 28,60.0,21649600.792,21649595.988,-3074686.52107,-3073314.61291,-1.02445483208e-08,942351.2367, -5175921.5602, 4194000.1956,4,4,43.5774830133,150.261345372,41.2249411746,278.385109745
GPS 4,90.0,20537185.831,20537181.784,-3903458.58247,-3901477.8666,-6.053596735e-09,634171.3273, -5093917.6624, 4349443.3054,4,4,65.3234928368,226.199262217,41.2249411746,278.385109745
GPS 7,90.0,20556840.94,20556836.786,-3840050.71986,-3838554.77999,-1.86264514923e-09,803859.4665, -4936984.2395, 4499758.2232,4,4,71.5973165288,40.4454421237,41.2249411746,278.385109745
GPS 9,90.0,23218370.123,23218366.378,-1095943.03491,-1094482.46587,-5.58793544769e-09,59652.0101, -4968995.5178, 4535785.7833,4,4,24.6590681877,284.013054035,41.2249411746,278.385109745
GPS 20,90.0,22836827.073,22836822.477,-1845947.52614,-1844635.83465,-6.98491930962e-09,1193253.2892, -4734562.3307, 4629027.2861,4,4,30.0278280682,60.2461813944,41.2249411746,278.385109745
GPS 24,90.0,23524201.923,23524199.575,-1012132.30773,-1010428.09856,-1.39698386192e-09,224529.7955, -5405791.4305, 3999354.0568,4,4,21.3008927691,226.462911117,41.2249411746,278.385109745
GPS 28,90.0,21665422.23,21665417.444,-3058865.05526,-3057493.15019,-1.02445483208e-08,943490.9639, -5177488.2692, 4191809.5751,4,4,43.3369667867,150.356285105,41.2249411746,278.385109745
GPS 4,120.0,20529570.704,20529566.643,-3911073.71813,-3909092.99725,-6.053596735e-09,634787.2312, -5092740.9860, 4350731.1927,4,4,65.5605827645,226.441755303,41.2249411746,278.385109745
GPS 7,120.0,20558845.473,20558841.385,-3838046.18115,-3836550.23833,-1.86264514923e-09,805272.9443, -4937052.4176, 4499430.6753,4,4,71.5105937662,41.1001228168,41.2249411746,278.385109745
GPS 9,120.0,23223462.432,23223458.666,-1090850.79316,-1089390.23357,-5.58793544769e-09,58412.6795, -4970853.3269, 4533765.8356,4,4,24.6270880235,283.771454842,41.2249411746,278.385109745
GPS 20,120.0,22843121.431,22843116.92,-1839653.15625,-1838341.47074,-6.98491930962e-09,1193041.0836, -4732682.9861, 4631003.3704,4,4,29.9565897494,60.0092716034,41.2249411746,278.385109745
GPS 24,120.0,23506739.846,23506737.518,-1029594.33677,-1027890.10737,-1.39698386192e-09,227435.3066, -5402271.4869, 4003943.4879,4,4,21.5027765784,226.583450092,41.2249411746,278.385109745
GPS 28,120.0,21681318.421,21681313.617,-3042968.8459,-3041596.94474,-1.02445483208e-08,944637.3138, -5179065.2634, 4189602.7059,4,4,43.0965520213,150.450559163,41.2249411746,278.385109745
GPS 4,150.0,20522048.054,20522043.989,-3918596.35927,-3916615.6323,-6.053596735e-09,635404.3236, -5091568.4484, 4352013.2779,4,4,65.7974607385,226.687527163,41.2249411746,278.385109745
GPS 7,150.0,20560896.808,20560892.88,-3835994.83629,-3834498.88743,-1.86264514923e-09,806686.8275, -4937124.4167, 4499098.3927,4,4,71.4224027958,41.7501283815,41.2249411746,278.385109745
GPS 9,150.0,23228660.201,23228656.481,-1085653.04119,-1084192.47585,-5.58793544769e-09,57154.2450, -4972711.7243, 4531743.4824,4,4,24.593981501,283.530041489,41.2249411746,278.385109745
GPS 20,150.0,22849526.615,22849521.99,-1833247.95515,-1831936.26494,-6.98491930962e-09,1192842.5407, -4730791.4450, 4632986.7761,4,4,29.8841333893,59.7732665081,41.2249411746,278.385109745
GPS 24,150.0,23489321.532,23489319.297,-1047012.6272,-1045308.37666,-1.39698386192e-09,230309.4988, -5398784.7578, 4008479.5327,4,4,21.7046709423,226.704580937,41.2249411746,278.385109745
GPS 28,150.0,21697288.973,21697284.207,-3026998.24941,-3025626.35188,-1.02445483208e-08,945790.4084, -5180652.6612, 4187379.3712,4,4,42.8562404107,150.544172952,41.2249411746,278.385109745
GPS 4,180.0,20514616.175,20514612.095,-3926028.2111,-3924047.47781,-6.053596735e-09,636022.6361, -5090400.0097, 4353289.6112,4,4,66.0341196096,226.936663156,41.2249411746,278.385109745
GPS 7,180.0,20562993.288,20562989.459,-3833898.35453,-3832402.40014,-1.86264514923e-09,808101.1233, -4937200.2374, 4498761.3718,4,4,71.3327622401,42.3954444609,41.2249411746,278.385109745
GPS 9,180.0,23233961.446,23233957.72,-1080351.80808,-1078891.25138,-5.58793544769e-09,55876.6486, -4974570.8414, 4529718.5602,4,4,24.5597529487,283.288823256,41.2249411746,278.385109745
GPS 20,180.0,22856040.777,22856035.99,-1826733.82138,-1825422.12259,-6.98491930962e-09,1192657.7202, -4728887.5253, 4634977.6511,4,4,29.8104648689,59.5381761239,41.2249411746,278.385109745
GPS 24,180.0,23471945.442,23471943.182,-1064388.67929,-1062684.40248,-1.39698386192e-09,233152.8731, -5395330.8172, 4012963.0701,4,4,21.9065746889,226.826305356,41.2249411746,278.385109745
GPS 28,180.0,21713331.858,21713327.118,-3010955.31907,-3009583.42249,-1.02445483208e-08,946950.3717, -5182250.5826, 4185139.3506,4,4,42.6160336358,150.637131756,41.2249411746,278.385109745
GPS 4,210.0,20507275.275,20507271.181,-3933369.06907,-3931388.32913,-6.053596735e-09,636642.1999, -5089235.6302, 4354560.2419,4,4,66.2705520245,227.189251796,41.2249411746,278.385109745
GPS 7,210.0,20565135.093,20565131.25,-3831756.54044,-3830260.58206,-1.86264514923e-09,809515.8389, -4937279.8805, 4498419.6090,4,4,71.2416906917,43.0360596997,41.2249411746,278.385109745
GPS 9,210.0,23239365.989,23239362.301,-1074947.24265,-1073486.68277,-5.58793544769e-09,54579.8306, -4976430.8095, 4527690.9050,4,4,24.5244067792,283.047809321,41.2249411746,278.385109745
GPS 20,210.0,22862663.81,22862659.014,-1820110.83297,-1818799.12719,-6.98491930962e-09,1192486.6833, -4726971.0423, 4636976.1447,4,4,29.7355901531,59.3040102852,41.2249411746,278.385109745
GPS 24,210.0,23454612.019,23454609.636,-1081722.07495,-1080017.76721,-1.39698386192e-09,235965.9234, -5391909.2430, 4017394.9630,4,4,22.1084866406,226.948625076,41.2249411746,278.385109745
GPS 28,210.0,21729446.968,21729442.219,-2994840.20576,-2993468.31482,-1.02445483208e-08,948117.3293, -5183859.1494, 4182882.4201,4,4,42.3759333645,150.72944074,41.2249411746,278.385109745
GPS 4,240.0,20500028.66,20500024.548,-3940615.65727,-3938634.91067,-6.053596735e-09,637263.0461, -5088075.2712, 4355825.2187,4,4,66.5067504161,227.445384888,41.2249411746,278.385109745
GPS 7,240.0,20567325.534,20567321.584,-3829566.09833,-3828070.1344,-1.86264514923e-09,810930.9818, -4937363.3466, 4498073.1005,4,4,71.1492067003,43.6719656466,41.2249411746,278.385109745
GPS 9,240.0,23244876.75,23244873.099,-1069436.44483,-1067975.8832,-5.58793544769e-09,53263.7290, -4978291.7598, 4525660.3518,4,4,24.4879474888,282.80700876,41.2249411746,278.385109745
GPS 20,240.0,22869398.736,22869393.883,-1813375.93704,-1812064.22906,-6.98491930962e-09,1192329.4931, -4725041.8087, 4638982.4075,4,4,29.6595152885,59.0707786443,41.2249411746,278.385109745
GPS 24,240.0,23437324.777,23437322.253,-1099009.33201,-1097305.00502,-1.39698386192e-09,238749.1360, -5388519.6181, 4021776.0586,4,4,22.3104056136,227.071541858,41.2249411746,278.385109745
GPS 28,240.0,21745637.123,21745632.301,-2978650.05642,-2977278.16525,-1.02445483208e-08,949291.4086, -5185478.4853, 4180608.3518,4,4,42.1359412519,150.821104956,41.2249411746,278.385109745
GPS 4,270.0,20492872.412,20492868.292,-3947771.89384,-3945791.14248,-6.053596735e-09,637885.2056, -5086918.8940, 4357084.5896,4,4,66.7427069931,227.705157676,41.2249411746,278.385109745
GPS 7,270.0,20569560.74,20569556.649,-3827330.88659,-3825834.9213,-1.86264514923e-09,812346.5596, -4937450.6365, 4497721.8422,4,4,71.0553287601,44.3031566564,41.2249411746,278.385109745
GPS 9,270.0,23250489.557,23250485.914,-1063823.64161,-1062363.08704,-5.58793544769e-09,51928.2800, -4980153.8236, 4523626.7350,4,4,24.4503796556,282.566430545,41.2249411746,278.385109745
GPS 20,270.0,22876241.38,22876236.62,-1806533.28141,-1805221.56853,-6.98491930962e-09,1192186.2147, -4723099.6348, 4640996.5912,4,4,29.5822464017,58.8384906703,41.2249411746,278.385109745
GPS 24,270.0,23420079.951,23420077.41,-1116254.13702,-1114549.78177,-1.39698386192e-09,241502.9902, -5385161.5298, 4026107.1887,4,4,22.5123304179,227.195057488,41.2249411746,278.385109745
GPS 28,270.0,21761898.107,21761893.244,-2962389.07122,-2961017.18447,-1.02445483208e-08,950472.7392, -5187108.7158, 4178316.9140,4,4,41.8960589409,150.912129338,41.2249411746,278.385109745
GPS 4,300.0,20485808.178,20485804.067,-3954836.09678,-3952855.33758,-6.053596735e-09,638508.7091, -5085766.4608, 4358338.4018,4,4,66.9784137303,227.968669,41.2249411746,278.385109745
GPS 7,300.0,20571842.457,20571838.25,-3825049.16802,-3823553.20104,-1.86264514923e-09,813762.5799, -4937541.7511, 4497365.8302,4,4,70.9600752976,44.9296297903,41.2249411746,278.385109745
GPS 9,300.0,23256205.641,23256202.005,-1058107.54965,-1056646.99411,-5.58793544769e-09,50573.4174, -4982017.1321, 4521589.8881,4,4,24.4117079385,282.326083541,41.2249411746,278.385109745
GPS 20,300.0,22883193.226,22883188.457,-1799581.40084,-1798269.68815,-6.98491930962e-09,1192056.9148, -4721144.3283, 4643018.8492,4,4,29.503789697,58.6071556483,41.2249411746,278.385109745
GPS 24,300.0,23402879.483,23402876.921,-1133454.60076,-1131750.218,-1.39698386192e-09,244227.9578, -5381834.5698, 4030389.1696,4,4,22.7142598575,227.319173782,41.2249411746,278.385109745
GPS 28,300.0,21778231.262,21778226.337,-2946055.94588,-2944684.0635,-1.02445483208e-08,951661.4523, -5188749.9682, 4176007.8709,4,4,41.6562880615,151.002518715,41.2249411746,278.385109745
GPS 4,330.0,20478836.531,20478832.444,-3961807.68988,-3959826.92474,-6.053596735e-09,639133.5872, -5084617.9342, 4359586.7020,4,4,67.2138623567,228.236021458,41.2249411746,278.385109745
GPS 7,330.0,20574171.253,20574166.981,-3822720.36452,-3821224.39511,-1.86264514923e-09,815179.0507, -4937636.6911, 4497005.0603,4,4,70.8634646602,45.5513847166,41.2249411746,278.385109745
GPS 9,330.0,23262025.277,23262021.632,-1052287.921,-1050827.3624,-5.58793544769e-09,49199.0733, -4983881.8164, 4519549.6437,4,4,24.3719370764,282.085976505,41.2249411746,278.385109745
GPS 20,330.0,22890254.646,22890249.824,-1792519.99141,-1791208.2773,-6.98491930962e-09,1191941.6622, -4719175.6939, 4645049.3361,4,4,29.4241514547,58.3767826787,41.2249411746,278.385109745
GPS 24,330.0,23385723.992,23385721.43,-1150609.97821,-1148905.56496,-1.39698386192e-09,246924.5037, -5378538.3348, 4034622.8029,4,4,22.9161927303,227.443892586,41.2249411746,278.385109745
GPS 28,330.0,21794636.821,21794631.874,-2929650.44747,-2928278.56644,-1.02445483208e-08,952857.6812, -5190402.3719, 4173680.9830,4,4,41.4166302315,151.092277804,41.2249411746,278.385109745
GPS 4,360.0,20471956.901,20471952.844,-3968687.26247,-3966706.49007,-6.053596735e-09,639759.8701, -5083473.2771, 4360829.5359,4,4,67.4490443439,228.50732158,41.2249411746,278.385109745
GPS 7,360.0,20576546.571,20576542.285,-3820345.02964,-3818849.05736,-1.86264514923e-09,816595.9798, -4937735.4576, 4496639.5283,4,4,70.7655151051,46.1684236113,41.2249411746,278.385109745
GPS 9,360.0,23267947.53,23267943.86,-1046365.68371,-1044905.13017,-5.58793544769e-09,47805.1775, -4985748.0079, 4517505.8337,4,4,24.3310718863,281.846118085,41.2249411746,278.385109745
GPS 20,360.0,22897424.745,22897419.815,-1785349.85731,-1784038.1426,-6.98491930962e-09,1191840.5274, -4717193.5341, 4647088.2077,4,4,29.3433380291,58.1473806766,41.2249411746,278.385109745
GPS 24,360.0,23368613.203,23368610.533,-1167720.60849,-1166016.16357,-1.39698386192e-09,249593.0857, -5375272.4258, 4038808.8753,4,4,23.1181278277,227.569215774,41.2249411746,278.385109745
GPS 28,360.0,21811113.747,21811108.827,-2913173.55754,-2911801.68258,-1.02445483208e-08,954061.5612, -5192066.0580, 4171336.0064,4,4,41.1770870567,151.181411219,41.2249411746,278.385109745
GPS 4,390.0,20465169.745,20465165.681,-3975474.39402,-3973493.61793,-6.053596735e-09,640387.5878, -5082332.4530, 4362066.9487,4,4,67.6839508938,228.782680005,41.2249411746,278.385109745
GPS 7,390.0,20578968.851,20578964.603,-3817922.72725,-3816426.74895,-1.86264514923e-09,818013.3756, -4937838.0514, 4496269.2298,4,4,70.6662447896,46.7807510586,41.2249411746,278.385109745
GPS 9,390.0,23273972.39,23273968.744,-1040340.81286,-1038880.25931,-5.58793544769e-09,46391.6578, -4987615.8379, 4515458.2888,4,4,24.2891172624,281.606516818,41.2249411746,278.385109745
GPS 20,390.0,22904703.729,22904698.82,-1778070.86343,-1776759.14386,-6.98491930962e-09,1191753.5830, -4715197.6481, 4649135.6215,4,4,29.261355846,57.9189583708,41.2249411746,278.385109745
GPS 24,390.0,23351547.711,23351545.056,-1184785.86857,-1183081.39868,-1.39698386192e-09,252234.1544, -5372036.4486, 4042948.1591,4,4,23.320063935,227.695145252,41.2249411746,278.385109745
GPS 28,390.0,21827662.071,21827657.136,-2896625.27779,-2895253.40509,-1.02445483208e-08,955273.2296, -5193741.1595, 4168972.6930,4,4,40.9376601305,151.269923472,41.2249411746,278.385109745
GPS 4,420.0,20458474.967,20458470.913,-3982169.13589,-3980188.35276,-6.053596735e-09,641016.7704, -5081195.4261, 4363298.9850,4,4,67.9185729251,229.062211679,41.2249411746,278.385109745
GPS 7,420.0,20581438.17,20581433.987,-3815453.38959,-3813957.40834,-1.86264514923e-09,819431.2462, -4937944.4735, 4495894.1603,4,4,70.5656717608,47.3883739518,41.2249411746,278.385109745
GPS 9,420.0,23280099.503,23280095.913,-1034213.68219,-1032753.12762,-5.58793544769e-09,44958.4399, -4989485.4378, 4513406.8391,4,4,24.2460781748,281.36718113,41.2249411746,278.385109745
GPS 20,420.0,22912091.281,22912086.406,-1770683.25354,-1769371.5363,-6.98491930962e-09,1191680.9034, -4713187.8326, 4651191.7365,4,4,29.1782114016,57.691524304,41.2249411746,278.385109745
GPS 24,420.0,23334527.806,23334525.298,-1201805.56073,-1200101.06611,-1.39698386192e-09,254848.1537, -5368830.0137, 4047041.4123,4,4,23.5219998311,227.821682955,41.2249411746,278.385109745
GPS 28,420.0,21844281.482,21844276.577,-2880005.89216,-2878634.02018,-1.02445483208e-08,956492.8257, -5195427.8117, 4166590.7908,4,4,40.6983510345,151.357818973,41.2249411746,278.385109745
GPS 4,450.0,20451872.664,20451868.648,-3988771.37772,-3986790.59053,-6.053596735e-09,641647.4475, -5080062.1608, 4364525.6886,4,4,68.1529010594,229.346036048,41.2249411746,278.385109745
GPS 7,450.0,20583954.683,20583950.552,-3812936.87089,-3811440.88535,-1.86264514923e-09,820849.6002, -4938054.7250, 4495514.3152,4,4,70.4638139468,47.9913013956,41.2249411746,278.385109745
GPS 9,450.0,23286328.661,23286325.091,-1027984.53108,-1026523.97907,-5.58793544769e-09,43505.4475, -4991356.9391, 4511351.3134,4,4,24.2019596682,281.128119331,41.2249411746,278.385109745
GPS 20,450.0,22919587.383,22919582.606,-1763187.15761,-1761875.4386,-6.98491930962e-09,1191622.5651, -4711163.8813, 4653256.7130,4,4,29.0939112598,57.4650868319,41.2249411746,278.385109745
GPS 24,450.0,23317553.87,23317551.494,-1218779.34969,-1217074.83716,-1.39698386192e-09,257435.5208, -5365652.7362, 4051089.3791,4,4,23.7239342883,227.948830848,41.2249411746,278.385109745
GPS 28,450.0,21860971.691,21860966.83,-2863315.67579,-2861943.80673,-1.02445483208e-08,957720.4909, -5197126.1516, 4164190.0432,4,4,40.4591613382,151.445102035,41.2249411746,278.385109745
GPS 4,480.0,20445363.744,20445359.737,-3995280.25387,-3993299.46064,-6.053596735e-09,642279.6487, -5078932.6221, 4365747.1027,4,4,68.3869256066,229.634277274,41.2249411746,278.385109745
GPS 7,480.0,20586519.22,20586515.121,-3810372.31199,-3808876.3218,-1.86264514923e-09,822268.4461, -4938168.8069, 4495129.6897,4,4,70.3606891482,48.5895446084,41.2249411746,278.385109745
GPS 9,480.0,23292660.285,23292656.712,-1021652.94623,-1020192.39508,-5.58793544769e-09,42032.6021, -4993230.4736, 4509291.5396,4,4,24.1567668606,280.889339617,41.2249411746,278.385109745
GPS 20,480.0,22927192.568,22927187.791,-1755582.03159,-1754270.31495,-6.98491930962e-09,1191578.6463, -4709125.5849, 4655330.7128,4,4,29.0084620503,57.2396541231,41.2249411746,278.385109745
GPS 24,480.0,23300626.942,23300624.603,-1235706.20519,-1234001.6715,-1.39698386192e-09,259996.6860, -5362504.2359, 4055092.7898,4,4,23.9258660725,228.076590929,41.2249411746,278.385109745
GPS 28,480.0,21877733.181,21877728.349,-2846554.16304,-2845182.29661,-1.02445483208e-08,958956.3690, -5198836.3184, 4161770.1892,4,4,40.2200925995,151.531776874,41.2249411746,278.385109745
GPS 4,510.0,20438949.028,20438945.031,-4001694.93179,-3999714.13202,-6.053596735e-09,642913.4033, -5077806.7753, 4366963.2698,4,4,68.6206365489,229.927064456,41.2249411746,278.385109745
GPS 7,510.0,20589132.743,20589128.676,-3807758.77054,-3806262.77653,-1.86264514923e-09,823687.7928, -4938286.7205, 4494740.2791,4,4,70.25631503,49.183116826,41.2249411746,278.385109745
GPS 9,510.0,23299094.924,23299091.272,-1015218.36111,-1013757.80298,-5.58793544769e-09,40539.8232, -4995106.1729, 4507227.3445,4,4,24.1105049419,280.650850069,41.2249411746,278.385109745
GPS 20,510.0,22934907.452,22934902.577,-1747867.19974,-1746555.47181,-6.98491930962e-09,1191549.2275, -4707072.7313, 4657413.8995,4,4,28.9218704669,57.0152341589,41.2249411746,278.385109745
GPS 24,510.0,23283748.104,23283745.651,-1252584.99535,-1250880.44551,-1.39698386192e-09,262532.0729, -5359384.1374, 4059052.3610,4,4,24.1277939432,228.204965225,41.2249411746,278.385109745
GPS 28,510.0,21894566.518,21894561.768,-2829720.81443,-2828348.95107,-1.02445483208e-08,960200.6056, -5200558.4533, 4159330.9632,4,4,39.9811463646,151.617847614,41.2249411746,278.385109745
GPS 4,540.0,20432626.159,20432622.161,-4008017.76828,-4006036.96596,-6.053596735e-09,643548.7405, -5076684.5864, 4368174.2319,4,4,68.8540235242,230.224531866,41.2249411746,278.385109745
GPS 7,540.0,20591792.916,20591788.88,-3805098.57499,-3803602.57685,-1.86264514923e-09,825107.6491, -4938408.4669, 4494346.0784,4,4,70.1507091141,49.7720332072,41.2249411746,278.385109745
GPS 9,540.0,23305629.744,23305626.056,-1008683.54927,-1007222.99189,-5.58793544769e-09,39027.0282, -4996984.1691, 4505158.5538,4,4,24.0631791727,280.412658648,41.2249411746,278.385109745
GPS 20,540.0,22942729.338,22942724.276,-1740045.29269,-1738733.56471,-6.98491930962e-09,1191534.3911, -4705005.1050, 4659506.4382,4,4,28.8341432654,56.7918347334,41.2249411746,278.385109745
GPS 24,540.0,23266915.205,23266912.559,-1269417.89126,-1267713.32779,-1.39698386192e-09,265042.0986, -5356292.0697, 4062968.7965,4,4,24.329716653,228.333955795,41.2249411746,278.385109745
GPS 28,540.0,21911468.928,21911464.206,-2812818.40349,-2811446.54337,-1.02445483208e-08,961453.3488, -5202292.6995, 4156872.0953,4,4,39.7423241681,151.703318288,41.2249411746,278.385109745
GPS 4,570.0,20426395.645,20426391.647,-4014248.25068,-4012267.44301,-6.053596735e-09,644185.6894, -5075566.0217, 4369380.0302,4,4,69.0870758088,230.526819195,41.2249411746,278.385109745
GPS 7,570.0,20594500.366,20594496.347,-3802391.1004,-3800895.09684,-1.86264514923e-09,826528.0242, -4938534.0473, 4493947.0824,4,4,70.0438887726,50.35631074,41.2249411746,278.385109745
GPS 9,570.0,23312264.992,23312261.272,-1002048.30766,-1000587.75058,-5.58793544769e-09,37494.1324, -4998864.5944, 4503084.9923,4,4,24.014794883,280.174773199,41.2249411746,278.385109745
GPS 20,570.0,22950658.598,22950653.272,-1732116.02308,-1730804.28815,-6.98491930962e-09,1191534.2216, -4702922.4876, 4661608.4954,4,4,28.7452872613,56.5694634531,41.2249411746,278.385109745
GPS 24,570.0,23250128.981,23250126.236,-1286204.16064,-1284499.58105,-1.39698386192e-09,267527.1737, -5353227.6666, 4066842.7866,4,4,24.5316329481,228.463564732,41.2249411746,278.385109745
GPS 28,570.0,21928440.622,21928436.001,-2795846.67408,-2794474.81464,-1.02445483208e-08,962714.7488, -5204039.2027, 4154393.3107,4,4,39.5036275331,151.788192837,41.2249411746,278.385109745
GPS 4,600.0,20420258.026,20420254.023,-4020385.85207,-4018405.03959,-6.053596735e-09,644824.2787, -5074451.0479, 4370580.7054,4,4,69.3197822984,230.834071814,41.2249411746,278.385109745
GPS 7,600.0,20597255.662,20597251.664,-3799635.78331,-3798139.77728,-1.86264514923e-09,827948.9274, -4938663.4631, 4493543.2860,4,4,69.935871221,50.9359681498,41.2249411746,278.385109745
GPS 9,600.0,23319000.761,23318997.068,-995312.517541,-993851.960587,-5.58793544769e-09,35941.0490, -5000747.5811, 4501006.4832,4,4,23.9653574706,279.937201444,41.2249411746,278.385109745
GPS 20,600.0,22958695.443,22958690.035,-1724079.16011,-1722767.42844,-6.98491930962e-09,1191548.8056, -4700824.6575, 4663720.2396,4,4,28.6553093283,56.3481277375,41.2249411746,278.385109745
GPS 24,600.0,23233390.001,23233387.251,-1302943.12511,-1301238.53031,-1.39698386192e-09,269987.7025, -5350190.5668, 4070675.0092,4,4,24.7335415677,228.593794159,41.2249411746,278.385109745
GPS 28,600.0,21945481.787,21945477.205,-2778805.50556,-2777433.65207,-1.02445483208e-08,963984.9581, -5205798.1103, 4151894.3298,4,4,39.2650579715,151.872475117,41.2249411746,278.385109745
GPS 4,630.0,20414212.38,20414208.386,-4026431.47387,-4024450.65782,-6.053596735e-09,645464.5372, -5073339.6324, 4371776.2976,4,4,69.5521314883,231.14644105,41.2249411746,278.385109745
GPS 7,630.0,20600057.954,20600053.984,-3796833.46655,-3795337.45581,-1.86264514923e-09,829370.3680, -4938796.7155, 4493134.6837,4,4,69.8266735126,51.5110258093,41.2249411746,278.385109745
GPS 9,630.0,23325835.822,23325832.189,-988477.443788,-987016.883517,-5.58793544769e-09,34367.6890, -5002633.2618, 4498922.8490,4,4,23.9148724003,279.699950987,41.2249411746,278.385109745
GPS 20,630.0,22966838.755,22966833.392,-1715935.84704,-1714624.10896,-6.98491930962e-09,1191578.2318, -4698711.3898, 4665841.8408,4,4,28.564216396,56.1278348189,41.2249411746,278.385109745
GPS 24,630.0,23216697.708,23216694.944,-1319635.39094,-1317930.77753,-1.39698386192e-09,272424.0829, -5347180.4131, 4074466.1294,4,4,24.9354412445,228.724646232,41.2249411746,278.385109745
GPS 28,630.0,21962591.167,21962586.477,-2761696.16357,-2760324.31041,-1.02445483208e-08,965264.1318, -5207569.5722, 4149374.8683,4,4,39.0266169837,151.956168899,41.2249411746,278.385109745
GPS 4,660.0,20408258.872,20408254.866,-4032384.98231,-4030404.16215,-6.053596735e-09,646106.4934, -5072231.7427, 4372966.8462,4,4,69.7841114525,231.464084472,41.2249411746,278.385109745
GPS 7,660.0,20602907.497,20602903.517,-3793983.90728,-3792487.89284,-1.86264514923e-09,830792.3557, -4938933.8061, 4492721.2702,4,4,69.716312533,52.0815056506,41.2249411746,278.385109745
GPS 9,660.0,23332769.924,23332766.342,-981543.324463,-980082.759424,-5.58793544769e-09,32773.9614, -5004521.7694, 4496833.9104,4,4,23.8633452018,279.46302931,41.2249411746,278.385109745
GPS 20,660.0,22975088.398,22975083.205,-1707686.19425,-1706374.45253,-6.98491930962e-09,1191622.5909, -4696582.4563, 4667973.4707,4,4,28.472015448,55.9085917428,41.2249411746,278.385109745
GPS 24,660.0,23200052.496,23200049.763,-1336280.55091,-1334575.9171,-1.39698386192e-09,274836.7064, -5344196.8534, 4078216.8000,4,4,25.137330704,228.856123142,41.2249411746,278.385109745
