PRN,TIME(SOD),C1,C2,L1,L2,Tgd,IPPx,IPPy,IPPz,LLI_1,LLI_2,Elevation,Azimuth,Lat,Lon
GPS 4,0.0,20295003.458,20295004.555,-4509083.4322,-4504330.89355,-6.053596735e-09,739748.3126, -5908064.8774, 3132948.9829,4,4,72.1612150323,267.952706791,27.7905963125,278.217178764
GPS 7,0.0,21101148.348,21101149.396,-3572353.05894,-3513027.67803,-1.86264514923e-09,914221.7206, -5777746.3728, 3324104.8401,4,4,56.6552466851,20.3077607314,27.7905963125,278.217178764
GPS 9,0.0,23624550.429,23624555.056,-1120063.73738,-1117274.97653,-5.58793544769e-09,75525.4459, -5801834.0541, 3406001.3221,4,4,19.9708163463,293.676684828,27.7905963125,278.217178764
GPS 20,0.0,23552282.445,23552283.211,-1328921.36899,-1245802.45873,-6.98491930962e-09,1412511.9779, -5547819.2533, 3534733.2199,4,4,21.7284013499,51.9946980081,27.7905963125,278.217178764
GPS 24,0.0,22674342.536,22674346.54,-2707428.45963,-2638760.14934,-1.39698386192e-09,424658.7999, -6085541.6752, 2837899.7363,4,4,30.5003993545,234.053103849,27.7905963125,278.217178764
GPS 28,0.0,20836542.716,20836543.201,-4108227.12959,-4104938.84439,-1.02445483208e-08,1013722.0845, -5939555.9856, 2993638.2080,4,4,57.294724863,136.02840627,27.7905963125,278.217178764
GPS 4,30.0,20292838.699,20292840.485,-4511247.60446,-4506495.05931,-6.053596735e-09,740275.0856, -5907263.3212, 3134335.7100,4,4,72.2630608609,268.741899908,27.7905963125,278.217178764
GPS 7,30.0,21100822.148,21100823.894,-3572678.57054,-3513353.18265,-1.86264514923e-09,915742.5117, -5777751.4734, 3323677.3391,4,4,56.646311885,20.7046403103,27.7905963125,278.217178764
GPS 9,30.0,23623486.686,23623491.993,-1121126.90756,-1118338.14057,-5.58793544769e-09,75362.0311, -5803578.3920, 3403031.8692,4,4,20.0004693379,293.447030346,27.7905963125,278.217178764
GPS 20,30.0,23562568.038,23562569.107,-1318634.8683,-1235515.96042,-6.98491930962e-09,1413242.2572, -5545434.8121, 3538181.2500,4,4,21.6174104566,51.8032417372,27.7905963125,278.217178764
GPS 24,30.0,22660419.533,22660420.814,-2721353.79856,-2652685.47873,-1.39698386192e-09,426205.9987, -6083927.1678, 2841127.6202,4,4,30.6800799908,234.239719042,27.7905963125,278.217178764
GPS 28,30.0,20846440.603,20846441.242,-4098329.57489,-4095041.29138,-1.02445483208e-08,1014409.7640, -5940358.5907, 2991812.1826,4,4,57.0730379441,136.284755153,27.7905963125,278.217178764
GPS 4,60.0,20290764.45,20290766.145,-4513321.93394,-4508569.38257,-6.053596735e-09,740804.1970, -5906462.6977, 3135719.2210,4,4,72.3621226368,269.538841095,27.7905963125,278.217178764
GPS 7,60.0,21100514.619,21100516.069,-3572986.4206,-3513661.02867,-1.86264514923e-09,917262.4518, -5777759.8355, 3323243.6517,4,4,56.6369069943,21.1015568687,27.7905963125,278.217178764
GPS 9,60.0,23622525.101,23622527.282,-1122090.96118,-1119302.1914,-5.58793544769e-09,75178.3403, -5805316.0769, 3400070.7280,4,4,20.0291093309,293.217054857,27.7905963125,278.217178764
GPS 20,60.0,23572946.354,23572947.225,-1308256.23483,-1225137.32844,-6.98491930962e-09,1413993.6183, -5543026.5932, 3541652.9650,4,4,21.5055877847,51.6127974096,27.7905963125,278.217178764
GPS 24,60.0,22646554.182,22646558.84,-2735216.60433,-2666548.27786,-1.39698386192e-09,427739.9722, -6082322.9294, 2844330.1125,4,4,30.8594904728,234.427346726,27.7905963125,278.217178764
GPS 28,60.0,20856429.527,20856430.163,-4088340.62614,-4085052.34466,-1.02445483208e-08,1015099.2828, -5941164.1547, 2989978.1644,4,4,56.850965153,136.538122382,27.7905963125,278.217178764
GPS 4,90.0,20288779.685,20288781.336,-4515306.72607,-4510554.17006,-6.053596735e-09,741335.6767, -5905662.9914, 3137099.5422,4,4,72.4583601001,270.34341964,27.7905963125,278.217178764
GPS 7,90.0,21100224.426,21100225.525,-3573276.63177,-3513951.23564,-1.86264514923e-09,918781.5301, -5777771.4562, 3322803.7845,4,4,56.6270301396,21.4985053635,27.7905963125,278.217178764
GPS 9,90.0,23621660.411,23621662.503,-1122956.09864,-1120167.3266,-5.58793544769e-09,74974.4686, -5807047.2663, 3397117.6558,4,4,20.0567363747,292.986766418,27.7905963125,278.217178764
GPS 20,90.0,23583417.314,23583418.047,-1297785.85773,-1214666.94302,-6.98491930962e-09,1414766.2688, -5540594.2241, 3545148.7330,4,4,21.3929393537,51.4233677972,27.7905963125,278.217178764
GPS 24,90.0,22632755.539,22632758.54,-2749016.89996,-2680348.56918,-1.39698386192e-09,429260.9389, -6080728.8345, 2847507.5731,4,4,31.0386274958,234.615990721,27.7905963125,278.217178764
GPS 28,90.0,20866510.01,20866510.102,-4078260.54194,-4074972.26162,-1.02445483208e-08,1015790.6992, -5941972.7057, 2988136.0597,4,4,56.6285163993,136.788554968,27.7905963125,278.217178764
GPS 4,120.0,20286884.459,20286886.017,-4517202.10947,-4512449.54951,-6.053596735e-09,741869.5547, -5904864.1865, 3138476.6995,4,4,72.5517335759,271.155513139,27.7905963125,278.217178764
GPS 7,120.0,21099952.255,21099953.706,-3573549.00462,-3514223.60451,-1.86264514923e-09,920299.7361, -5777786.3325, 3322357.7445,4,4,56.6166794429,21.8954806998,27.7905963125,278.217178764
GPS 9,120.0,23620892.436,23620895.701,-1123722.40422,-1120933.62381,-5.58793544769e-09,74750.5090, -5808772.1158, 3394172.4115,4,4,20.0833505979,292.756173098,27.7905963125,278.217178764
GPS 20,120.0,23593977.564,23593982.144,-1287224.00114,-1204105.08842,-6.98491930962e-09,1415560.4198, -5538137.3258, 3548668.9265,4,4,21.2794711983,51.2349555623,27.7905963125,278.217178764
GPS 24,120.0,22619016.677,22619020.614,-2762754.455,-2694086.12021,-1.39698386192e-09,430769.1137, -6079144.7589, 2850660.3554,4,4,31.2174877395,234.805654867,27.7905963125,278.217178764
GPS 28,120.0,20876680.814,20876681.135,-4068089.37957,-4064801.09867,-1.02445483208e-08,1016484.0720, -5942784.2719, 2986285.7732,4,4,56.4057014052,137.036098958,27.7905963125,278.217178764
GPS 4,150.0,20285078.154,20285080.208,-4519008.00746,-4514255.44253,-6.053596735e-09,742405.8606, -5904066.2679, 3139850.7184,4,4,72.6422040549,271.974987295,27.7905963125,278.217178764
GPS 7,150.0,21099697.729,21099699.529,-3573803.14753,-3514477.74358,-1.86264514923e-09,921817.0592, -5777804.4613, 3321905.5385,4,4,56.605853022,22.2924777303,27.7905963125,278.217178764
GPS 9,150.0,23620224.869,23620229.135,-1124389.78278,-1121600.99635,-5.58793544769e-09,74506.5519, -5810490.7793, 3391234.7557,4,4,20.1089522078,292.525282978,27.7905963125,278.217178764
GPS 20,150.0,23604632.885,23604632.67,-1276570.70882,-1193451.79003,-6.98491930962e-09,1416376.2860, -5535655.5126, 3552213.9227,4,4,21.1651893675,51.0475632593,27.7905963125,278.217178764
GPS 24,150.0,22605344.023,22605346.427,-2776428.86641,-2707760.52825,-1.39698386192e-09,432264.7085, -6077570.5802, 2853788.8070,4,4,31.3960678672,234.996343018,27.7905963125,278.217178764
GPS 28,150.0,20886943.097,20886944.003,-4057827.05226,-4054538.77156,-1.02445483208e-08,1017179.4606, -5943598.8823, 2984427.2084,4,4,56.18252971,137.280799452,27.7905963125,278.217178764
GPS 4,180.0,20283361.336,20283363.207,-4520724.92984,-4515972.35828,-6.053596735e-09,742944.6245, -5903269.2201, 3141221.6239,4,4,72.7297332756,272.801695747,27.7905963125,278.217178764
GPS 7,180.0,21099461.526,21099463.373,-3574039.23899,-3514713.83087,-1.86264514923e-09,923333.4892, -5777825.8397, 3321447.1732,4,4,56.5945489912,22.689491256,27.7905963125,278.217178764
GPS 9,180.0,23619657.814,23619658.253,-1124958.68074,-1122169.88502,-5.58793544769e-09,74242.6854, -5812203.4088, 3388304.4506,4,4,20.1335414912,292.294104148,27.7905963125,278.217178764
GPS 20,180.0,23615377.091,23615377.504,-1265826.57201,-1182707.6518,-6.98491930962e-09,1417214.0857, -5533148.3924, 3555784.1039,4,4,21.0500999234,50.8611933354,27.7905963125,278.217178764
GPS 24,180.0,22591731.373,22591734.87,-2790040.29652,-2721371.95154,-1.39698386192e-09,433747.9320, -6076006.1774, 2856893.2696,4,4,31.5743645264,235.188059046,27.7905963125,278.217178764
GPS 28,180.0,20897296.395,20897296.991,-4047474.00967,-4044185.73036,-1.02445483208e-08,1017876.9250, -5944416.5658, 2982560.2674,4,4,55.9590106749,137.522700622,27.7905963125,278.217178764
GPS 4,210.0,20281733.282,20281735.426,-4522352.93731,-4517600.36173,-6.053596735e-09,743485.8759, -5902473.0284, 3142589.4406,4,4,72.8142838088,273.635479946,27.7905963125,278.217178764
GPS 7,210.0,21099243.484,21099245.551,-3574257.05141,-3514931.64001,-1.86264514923e-09,924849.0160, -5777850.4645, 3320982.6556,4,4,56.5827654616,23.0865160262,27.7905963125,278.217178764
GPS 9,210.0,23619186.547,23619188.444,-1125429.11068,-1122640.3013,-5.58793544769e-09,73958.9955, -5813910.1545, 3385381.2597,4,4,20.1571188141,292.062644708,27.7905963125,278.217178764
GPS 20,210.0,23626210.602,23626213.929,-1254991.81374,-1171872.89472,-6.98491930962e-09,1418074.0408, -5530615.5662, 3559379.8568,4,4,20.9342089403,50.6758481317,27.7905963125,278.217178764
GPS 24,210.0,22578183.983,22578186.681,-2803588.48082,-2734920.13122,-1.39698386192e-09,435218.9899, -6074451.4312, 2859974.0789,4,4,31.7523743484,235.38080684,27.7905963125,278.217178764
GPS 28,210.0,20907740.061,20907740.279,-4037030.28625,-4033742.00805,-1.02445483208e-08,1018576.5258, -5945237.3519, 2980684.8511,4,4,55.7351534876,137.761845732,27.7905963125,278.217178764
GPS 4,240.0,20280193.695,20280195.752,-4523892.14938,-4519139.56938,-6.053596735e-09,744029.6445, -5901677.6777, 3143954.1929,4,4,72.8958191421,274.476169066,27.7905963125,278.217178764
GPS 7,240.0,21099044.219,21099046.114,-3574456.37928,-3515130.96341,-1.86264514923e-09,926363.6296, -5777878.3324, 3320511.9925,4,4,56.5705005411,23.4835467389,27.7905963125,278.217178764
GPS 9,240.0,23618814.19,23618815.543,-1125801.15898,-1123012.33431,-5.58793544769e-09,73655.5657, -5815611.1650, 3382464.9482,4,4,20.1796846216,291.830912764,27.7905963125,278.217178764
GPS 20,240.0,23637136.684,23637138.857,-1244066.66446,-1160947.74348,-6.98491930962e-09,1418956.3767, -5528056.6279, 3563001.5732,4,4,20.8175225033,50.4915298841,27.7905963125,278.217178764
GPS 24,240.0,22564698.666,22564702.516,-2817073.17591,-2748404.82285,-1.39698386192e-09,436678.0845, -6072906.2235, 2863031.5649,4,4,31.9300939486,235.574590302,27.7905963125,278.217178764
GPS 28,240.0,20918274.427,20918274.729,-4026496.00645,-4023207.72942,-1.02445483208e-08,1019278.3242, -5946061.2705, 2978800.8588,4,4,55.5109671666,137.998277157,27.7905963125,278.217178764
GPS 4,270.0,20278743.497,20278744.839,-4525342.8294,-4520590.24667,-6.053596735e-09,744575.9599, -5900883.1535, 3145315.9045,4,4,72.974303767,275.323579957,27.7905963125,278.217178764
GPS 7,270.0,21098863.477,21098865.429,-3574637.11964,-3515311.70216,-1.86264514923e-09,927877.3202, -5777909.4404, 3320035.1908,4,4,56.5577523356,23.880578041,27.7905963125,278.217178764
GPS 9,270.0,23618539.477,23618543.106,-1126075.00585,-1123286.17504,-5.58793544769e-09,73332.4774, -5817306.5873, 3379555.2826,4,4,20.2012394381,291.598916426,27.7905963125,278.217178764
GPS 20,270.0,23648151.411,23648154.105,-1233051.48609,-1149932.56439,-6.98491930962e-09,1419861.3228, -5525471.1644, 3566649.6500,4,4,20.7000467074,50.3082407246,27.7905963125,278.217178764
GPS 24,270.0,22551278.034,22551281.204,-2830494.28856,-2761825.92628,-1.39698386192e-09,438125.4155, -6071370.4381, 2866066.0520,4,4,32.1075199263,235.769413353,27.7905963125,278.217178764
GPS 28,270.0,20928899.127,20928900.008,-4015871.32897,-4012583.0537,-1.02445483208e-08,1019982.3821, -5946888.3518, 2976908.1884,4,4,55.2864605653,138.2320364,27.7905963125,278.217178764
GPS 4,300.0,20277381.233,20277382.683,-4526705.12734,-4521952.54111,-6.053596735e-09,745124.8518, -5900089.4412, 3146674.5989,4,4,73.0497032652,276.177517155,27.7905963125,278.217178764
GPS 7,300.0,21098702.078,21098703.205,-3574799.08049,-3515473.65969,-1.86264514923e-09,929390.0782, -5777943.7851, 3319552.2575,4,4,56.5445189487,24.2776045284,27.7905963125,278.217178764
GPS 9,300.0,23618365.898,23618367.871,-1126250.80466,-1123461.96781,-5.58793544769e-09,72989.8098, -5818996.5665, 3376652.0308,4,4,20.2217838675,291.366663809,27.7905963125,278.217178764
GPS 20,300.0,23659255.914,23659257.595,-1221946.53516,-1138827.60923,-6.98491930962e-09,1420789.1121, -5522858.7556, 3570324.4888,4,4,20.5817876566,50.1259826822,27.7905963125,278.217178764
GPS 24,300.0,22537920.083,22537922.937,-2843851.63837,-2775183.27205,-1.39698386192e-09,439561.1794, -6069843.9600, 2869077.8591,4,4,32.2846488647,235.965279927,27.7905963125,278.217178764
GPS 28,300.0,20939613.757,20939614.619,-4005156.39425,-4001868.11983,-1.02445483208e-08,1020688.7618, -5947718.6265, 2975006.7365,4,4,55.0616423766,138.463164111,27.7905963125,278.217178764
GPS 4,330.0,20276107.031,20276108.87,-4527979.23787,-4523226.64758,-6.053596735e-09,745676.3494, -5899296.5266, 3148030.2991,4,4,73.121984396,277.037772929,27.7905963125,278.217178764
GPS 7,330.0,21098559.137,21098560.131,-3574942.12919,-3515616.70533,-1.86264514923e-09,930901.8941, -5777981.3631, 3319063.1994,4,4,56.5307984826,24.6746207466,27.7905963125,278.217178764
GPS 9,330.0,23618286.67,23618288.069,-1126328.66179,-1123539.81372,-5.58793544769e-09,72627.6397, -5820681.2463, 3373754.9623,4,4,20.2413185928,291.134163026,27.7905963125,278.217178764
GPS 20,330.0,23670450.736,23670449.593,-1210752.14298,-1127633.21599,-6.98491930962e-09,1421739.9814, -5520218.9737, 3574026.4966,4,4,20.4627514628,49.9447576841,27.7905963125,278.217178764
GPS 24,330.0,22524627.354,22524630.234,-2857145.09251,-2788476.72119,-1.39698386192e-09,440985.5699, -6068326.6758, 2872067.2996,4,4,32.4614773311,236.162193972,27.7905963125,278.217178764
GPS 28,330.0,20950419.129,20950419.406,-3994351.33207,-3991063.05799,-1.02445483208e-08,1021397.5265, -5948552.1256, 2973096.3981,4,4,54.8365211366,138.691700104,27.7905963125,278.217178764
GPS 4,360.0,20274920.904,20274922.547,-4529165.35926,-4524412.76462,-6.053596735e-09,746230.4823, -5898504.3954, 3149383.0277,4,4,73.1911151829,277.904127386,27.7905963125,278.217178764
GPS 7,360.0,21098434.873,21098436.225,-3575066.14605,-3515740.7187,-1.86264514923e-09,932412.7587, -5778022.1712, 3318568.0235,4,4,56.5165890384,25.0716211911,27.7905963125,278.217178764
GPS 9,360.0,23618306.053,23618307.905,-1126308.73196,-1123519.87982,-5.58793544769e-09,72246.0422, -5822360.7688, 3370863.8474,4,4,20.2598443762,290.901422193,27.7905963125,278.217178764
GPS 20,360.0,23681734.48,23681735.871,-1199468.62465,-1116349.69285,-6.98491930962e-09,1422714.1714, -5517551.3836, 3577756.0854,4,4,20.3429442447,49.7645675568,27.7905963125,278.217178764
GPS 24,360.0,22511396.954,22511400.544,-2870374.50578,-2801706.12523,-1.39698386192e-09,442398.7778, -6066818.4736, 2875034.6815,4,4,32.6380018769,236.360159454,27.7905963125,278.217178764
GPS 28,360.0,20961313.988,20961314.578,-3983456.36621,-3980168.09406,-1.02445483208e-08,1022108.7400, -5949388.8805, 2971177.0669,4,4,54.6111052285,138.917683378,27.7905963125,278.217178764
GPS 4,390.0,20273822.425,20273824.65,-4530263.72863,-4525511.12863,-6.053596735e-09,746787.2799, -5897713.0337, 3150732.8070,4,4,73.2570650003,278.776348631,27.7905963125,278.217178764
GPS 7,390.0,21098330.033,21098331.453,-3575171.03192,-3515845.60283,-1.86264514923e-09,933922.6629, -5778066.2060, 3318066.7368,4,4,56.5018887162,25.4686003073,27.7905963125,278.217178764
GPS 9,390.0,23618424.272,23618426.86,-1126191.24483,-1123402.38613,-5.58793544769e-09,71845.0897, -5824035.2746, 3367978.4581,4,4,20.2773620591,290.668449422,27.7905963125,278.217178764
GPS 20,390.0,23693107.016,23693109.085,-1188096.35127,-1104977.41884,-6.98491930962e-09,1423711.9266, -5514855.5427, 3581513.6722,4,4,20.2223721266,49.5854140273,27.7905963125,278.217178764
GPS 24,390.0,22498232.839,22498234.179,-2883539.76155,-2814871.36864,-1.39698386192e-09,443800.9911, -6065319.2429, 2877980.3079,4,4,32.8142190372,236.559180348,27.7905963125,278.217178764
GPS 28,390.0,20972298.571,20972299.175,-3972471.74711,-3969183.47959,-1.02445483208e-08,1022822.4668, -5950228.9230, 2969248.6349,4,4,54.3854028868,139.141152127,27.7905963125,278.217178764
GPS 4,420.0,20272811.419,20272813.423,-4531274.7102,-4526522.10494,-6.053596735e-09,747346.7715, -5896922.4277, 3152079.6588,4,4,73.3198046584,279.654192974,27.7905963125,278.217178764
GPS 7,420.0,21098244.173,21098245.418,-3575256.7322,-3515931.2984,-1.86264514923e-09,935431.5977, -5778113.4638, 3317559.3462,4,4,56.486695616,25.8655524914,27.7905963125,278.217178764
GPS 9,420.0,23618639.36,23618640.817,-1125976.48796,-1123187.62132,-5.58793544769e-09,71424.8531, -5825704.9026, 3365098.5675,4,4,20.293872562,290.435252821,27.7905963125,278.217178764
GPS 20,420.0,23704567.933,23704568.175,-1176635.78162,-1093516.84794,-6.98491930962e-09,1424733.4955, -5512131.0003, 3585299.6796,4,4,20.1010412381,49.4072987241,27.7905963125,278.217178764
GPS 24,420.0,22485131.045,22485133.624,-2896640.85504,-2827972.45145,-1.39698386192e-09,445192.3950, -6063828.8745, 2880904.4765,4,4,32.9901253313,236.759260647,27.7905963125,278.217178764
GPS 28,420.0,20983371.982,20983373.4,-3961397.6955,-3958109.42972,-1.02445483208e-08,1023538.7718, -5951072.2854, 2967310.9928,4,4,54.1594222005,139.362143764,27.7905963125,278.217178764
GPS 4,450.0,20271887.744,20271889.551,-4532198.48113,-4527445.87183,-6.053596735e-09,747908.9863, -5896132.5637, 3153423.6046,4,4,73.3793064874,280.537405203,27.7905963125,278.217178764
GPS 7,450.0,21098177.49,21098179.181,-3575323.07733,-3515997.64225,-1.86264514923e-09,936939.5544, -5778163.9414, 3317045.8587,4,4,56.471007838,26.2624720906,27.7905963125,278.217178764
GPS 9,450.0,23618951.262,23618953.541,-1125664.59225,-1122875.71506,-5.58793544769e-09,70985.4006, -5827369.7904, 3362223.9499,4,4,20.3093768842,290.201840494,27.7905963125,278.217178764
GPS 20,450.0,23716114.613,23716116.364,-1165087.19867,-1081968.26417,-6.98491930962e-09,1425779.1307, -5509377.2981, 3589114.5354,4,4,19.9789577124,49.2302231785,27.7905963125,278.217178764
GPS 24,450.0,22472094.155,22472097.509,-2909677.62148,-2841009.20391,-1.39698386192e-09,446573.1723, -6062347.2609, 2883807.4799,4,4,33.1657172626,236.960404353,27.7905963125,278.217178764
GPS 28,450.0,20994536.056,20994536.853,-3950234.3815,-3946946.11955,-1.02445483208e-08,1024257.7210, -5951919.0002, 2965364.0294,4,4,53.9331711169,139.580694935,27.7905963125,278.217178764
GPS 4,480.0,20271051.32,20271052.708,-4533035.038,-4528282.42369,-6.053596735e-09,748473.9536, -5895343.4282, 3154764.6655,4,4,73.4355444185,281.425718906,27.7905963125,278.217178764
GPS 7,480.0,21098130.706,21098132.033,-3575369.75542,-3516044.31766,-1.86264514923e-09,938446.5244, -5778217.6350, 3316526.2812,4,4,56.4548234829,26.6593534034,27.7905963125,278.217178764
GPS 9,480.0,23619359.732,23619362.806,-1125255.60357,-1122466.72327,-5.58793544769e-09,70526.7990, -5829030.0743, 3359354.3805,4,4,20.323876104,289.968220534,27.7905963125,278.217178764
GPS 20,480.0,23727750.708,23727753.621,-1153450.79633,-1070331.85899,-6.98491930962e-09,1426849.0885, -5506593.9696, 3592958.6727,4,4,19.8561276856,49.0541888258,27.7905963125,278.217178764
GPS 24,480.0,22459121.305,22459125.77,-2922649.75733,-2853981.32491,-1.39698386192e-09,447943.5027, -6060874.2957, 2886689.6059,4,4,33.3409913185,237.162615483,27.7905963125,278.217178764
GPS 28,480.0,21005788.289,21005789.309,-3938981.8251,-3935693.56398,-1.02445483208e-08,1024979.3809, -5952769.1006, 2963407.6323,4,4,53.7066574452,139.796841536,27.7905963125,278.217178764
GPS 4,510.0,20270301.254,20270303.298,-4533784.7003,-4529032.08115,-6.053596735e-09,749041.7026, -5894555.0079, 3156102.8622,4,4,73.4884940638,282.318856851,27.7905963125,278.217178764
GPS 7,510.0,21098103.726,21098105.478,-3575396.68501,-3516071.24379,-1.86264514923e-09,939952.4993, -5778274.5411, 3316000.6208,4,4,56.4381406522,27.0561906802,27.7905963125,278.217178764
GPS 9,510.0,23619864.828,23619867.06,-1124749.72592,-1121960.83766,-5.58793544769e-09,70049.1125, -5830685.8890, 3356489.6360,4,4,20.3373713784,289.734401029,27.7905963125,278.217178764
GPS 20,510.0,23739475.432,23739477.28,-1141726.91448,-1058607.97257,-6.98491930962e-09,1427943.6296, -5503780.5399, 3596832.5301,4,4,19.7325572959,48.8791970064,27.7905963125,278.217178764
GPS 24,510.0,22446214.116,22446217.266,-2935557.1802,-2866888.72996,-1.39698386192e-09,449303.5635, -6059409.8741, 2889551.1375,4,4,33.5159439704,237.365898067,27.7905963125,278.217178764
GPS 28,510.0,21017129.963,21017130.825,-3927640.2575,-3924352.00087,-1.02445483208e-08,1025703.8186, -5953622.6199, 2961441.6872,4,4,53.4798888597,140.010618727,27.7905963125,278.217178764
GPS 4,540.0,20269638.575,20269640.244,-4534447.82637,-4529695.20248,-6.053596735e-09,749612.2624, -5893767.2897, 3157438.2151,4,4,73.5381327926,283.216531425,27.7905963125,278.217178764
GPS 7,540.0,21098096.977,21098098.395,-3575403.87793,-3516078.43481,-1.86264514923e-09,941457.4710, -5778334.6561, 3315468.8843,4,4,56.4209574493,27.452978124,27.7905963125,278.217178764
GPS 9,540.0,23620467.983,23620469.429,-1124147.32123,-1121358.41942,-5.58793544769e-09,69552.4036, -5832337.3678, 3353629.4939,4,4,20.3498639426,289.500390054,27.7905963125,278.217178764
GPS 20,540.0,23751286.218,23751288.223,-1129916.0764,-1046797.13829,-6.98491930962e-09,1429063.0186, -5500936.5262, 3600736.5516,4,4,19.6082526827,48.7052489669,27.7905963125,278.217178764
GPS 24,540.0,22433371.863,22433375.61,-2948399.93805,-2879731.47353,-1.39698386192e-09,450653.5296, -6057953.8925, 2892392.3528,4,4,33.6905716739,237.570256143,27.7905963125,278.217178764
GPS 28,540.0,21028560.011,21028561.364,-3916210.05948,-3912921.80483,-1.02445483208e-08,1026431.1022, -5954479.5922, 2959466.0784,4,4,53.2528729033,140.22206095,27.7905963125,278.217178764
GPS 4,570.0,20269061.439,20269063.342,-4535024.65958,-4530272.0292,-6.053596735e-09,750185.6620, -5892980.2604, 3158770.7441,4,4,73.5844398038,284.11844513,27.7905963125,278.217178764
GPS 7,570.0,21098109.734,21098111.314,-3575391.14481,-3516065.7012,-1.86264514923e-09,942961.4315, -5778397.9763, 3314931.0788,4,4,56.4032719791,27.8497098903,27.7905963125,278.217178764
GPS 9,570.0,23621166.499,23621168.747,-1123448.55031,-1120659.64095,-5.58793544769e-09,69036.7327, -5833984.6427, 3350773.7329,4,4,20.3613551106,289.26619567,27.7905963125,278.217178764
GPS 20,570.0,23763183.652,23763185.127,-1118018.60332,-1034899.66482,-6.98491930962e-09,1430207.5244, -5498061.4367, 3604671.1869,4,4,19.4832199851,48.5323458617,27.7905963125,278.217178764
GPS 24,570.0,22420593.753,22420597.654,-2961177.92297,-2892509.44204,-1.39698386192e-09,451993.5731, -6056506.2489, 2895213.5253,4,4,33.8648708687,237.775693763,27.7905963125,278.217178764
GPS 28,570.0,21040078.916,21040079.697,-3904691.35531,-3901403.1014,-1.02445483208e-08,1027161.3003, -5955340.0517, 2957480.6884,4,4,53.0256169903,140.431201944,27.7905963125,278.217178764
GPS 4,600.0,20268570.798,20268572.402,-4535515.35104,-4530762.71419,-6.053596735e-09,750761.9306, -5892193.9073, 3160100.4688,4,4,73.6273961953,285.024291128,27.7905963125,278.217178764
GPS 7,600.0,21098142.656,21098144.05,-3575358.29536,-3516032.84906,-1.86264514923e-09,944464.3728, -5778464.4979, 3314387.2112,4,4,56.385082349,28.2463800884,27.7905963125,278.217178764
GPS 9,600.0,23621962.045,23621965.037,-1122653.58403,-1119864.66809,-5.58793544769e-09,68502.1585, -5835627.8446, 3347922.1323,4,4,20.3718462742,289.031825927,27.7905963125,278.217178764
GPS 20,600.0,23775168.745,23775169.983,-1106034.8353,-1022915.8982,-6.98491930962e-09,1431377.4201, -5495154.7712, 3608636.8912,4,4,19.357465342,48.3604887538,27.7905963125,278.217178764
GPS 24,600.0,22407880.364,22407883.482,-2973891.02822,-2905222.52805,-1.39698386192e-09,453323.8637, -6055066.8424, 2898014.9238,4,4,34.0388379786,237.98221499,27.7905963125,278.217178764
GPS 28,600.0,21051686.149,21051686.307,-3893084.33298,-3889796.08008,-1.02445483208e-08,1027894.4825, -5956204.0332, 2955485.3981,4,4,52.79812841,140.638074761,27.7905963125,278.217178764
GPS 4,630.0,20268165.873,20268167.512,-4535920.1719,-4531167.53023,-6.053596735e-09,751341.0972, -5891408.2178, 3161427.4084,4,4,73.6669850287,285.933753844,27.7905963125,278.217178764
GPS 7,630.0,21098195.067,21098197.218,-3575305.23444,-3515979.78585,-1.86264514923e-09,945966.2875, -5778534.2172, 3313837.2884,4,4,56.3663866691,28.6429827812,27.7905963125,278.217178764
GPS 9,630.0,23622851.938,23622854.888,-1121762.66369,-1118973.73477,-5.58793544769e-09,67948.7375, -5837267.1029, 3345074.4730,4,4,20.3813389032,288.797288856,27.7905963125,278.217178764
GPS 20,630.0,23787238.447,23787238.356,-1093965.13656,-1010846.20061,-6.98491930962e-09,1432572.9828, -5492216.0206, 3612634.1253,4,4,19.2309948903,48.1896786164,27.7905963125,278.217178764
GPS 24,630.0,22395231.866,22395235.389,-2986539.11412,-2917870.60042,-1.39698386192e-09,454644.5689, -6053635.5736, 2900796.8128,4,4,34.2124694119,238.189823893,27.7905963125,278.217178764
GPS 28,630.0,21063380.458,21063381.86,-3881389.24941,-3878100.99948,-1.02445483208e-08,1028630.7188, -5957071.5719, 2953480.0866,4,4,52.5704143293,140.842711777,27.7905963125,278.217178764
GPS 4,660.0,20267847.154,20267848.478,-4536239.25767,-4531486.6109,-6.053596735e-09,751923.1906, -5890623.1791, 3162751.5818,4,4,73.7031913887,286.846509618,27.7905963125,278.217178764
GPS 7,660.0,21098269.267,21098270.61,-3575231.67585,-3515906.22485,-1.86264514923e-09,947467.1679, -5778607.1304, 3313281.3175,4,4,56.3471830527,29.0395119864,27.7905963125,278.217178764
GPS 9,660.0,23623838.157,23623841.437,-1120775.90327,-1117986.96848,-5.58793544769e-09,67376.5243, -5838902.5457, 3342230.5361,4,4,20.389834545,288.562592472,27.7905963125,278.217178764
GPS 20,660.0,23799392.719,23799394.66,-1081809.75599,-998690.813798,-6.98491930962e-09,1433794.4942, -5489244.6666, 3616663.3558,4,4,19.1038147644,48.0199163338,27.7905963125,278.217178764
GPS 24,660.0,22382649.452,22382653.276,-2999121.93214,-2930453.40297,-1.39698386192e-09,455955.8534, -6052212.3442, 2903559.4520,4,4,34.3857615608,238.398524555,27.7905963125,278.217178764
