PRN,TIME(SOD),C1,C2,L1,L2,Tgd,IPPx,IPPy,IPPz,LLI_1,LLI_2,Elevation,Azimuth,Lat,Lon
GPS 4,0.0,20366190.051,20366187.989,-4118239.65554,-4114050.54626,-6.053596735e-09,610531.3249, -5143614.2054, 4293985.5494,4,4,65.4032451677,226.006785632,40.6083469898,278.037398167
GPS 7,0.0,20408680.218,20408677.853,-4227001.49177,-4224816.80182,-1.86264514923e-09,777846.1802, -4985281.7152, 4450814.4233,4,4,71.0120502228,37.5457105205,40.6083469898,278.037398167
GPS 9,0.0,23028836.183,23028834.695,-1281595.30326,-1278569.5104,-5.58793544769e-09,43177.9157, -5009927.8318, 4490722.2447,4,4,24.8543886608,285.018554351,40.6083469898,278.037398167
GPS 20,0.0,22704517.392,22704514.531,-1953660.59742,-2020749.4477,-6.98491930962e-09,1178557.2338, -4787316.2388, 4578256.6078,4,4,29.6284193465,60.3671314039,40.6083469898,278.037398167
GPS 24,0.0,23347600.503,23347600.213,-1069862.83377,-1066062.93453,-1.39698386192e-09,203329.7141, -5450412.0068, 3939478.8329,4,4,21.3717134867,226.053678352,40.6083469898,278.037398167
GPS 28,0.0,21421160.241,21421157.38,-3707006.57502,-3705027.14154,-1.02445483208e-08,916566.3142, -5217723.2794, 4147661.6860,4,4,44.5392881464,149.093784773,40.6083469898,278.037398167
GPS 4,30.0,20357720.113,20357718.094,-4126709.53215,-4122520.41779,-6.053596735e-09,611136.6864, -5142451.4249, 4295291.9324,4,4,65.6399374318,226.2553057,40.6083469898,278.037398167
GPS 7,30.0,20409683.23,20409680.887,-4225998.44126,-4223813.74744,-1.86264514923e-09,779264.1586, -4985339.3090, 4450501.8634,4,4,70.9325487212,38.1883669631,40.6083469898,278.037398167
GPS 9,30.0,23032438.545,23032437.082,-1277992.94737,-1274967.14967,-5.58793544769e-09,42051.5564, -5011760.7098, 4488687.3076,4,4,24.8289294074,284.775680676,40.6083469898,278.037398167
GPS 20,30.0,22709790.68,22709787.821,-1948387.24005,-2015476.09275,-6.98491930962e-09,1178336.3066, -4785445.6488, 4580268.6583,4,4,29.5591107757,60.1303255874,40.6083469898,278.037398167
GPS 24,30.0,23329265.775,23329265.559,-1088197.48548,-1084397.56309,-1.39698386192e-09,206205.0336, -5446959.3492, 3944102.0300,4,4,21.5735506024,226.174549079,40.6083469898,278.037398167
GPS 28,30.0,21435741.579,21435738.763,-3692425.20341,-3690445.77169,-1.02445483208e-08,917672.7949, -5219230.1723, 4145520.5392,4,4,44.299287941,149.196481384,40.6083469898,278.037398167
GPS 4,60.0,20349342.091,20349340.085,-4135087.51842,-4130898.39716,-6.053596735e-09,611743.2238, -5141292.6768, 4296592.5255,4,4,65.8763998684,226.507252008,40.6083469898,278.037398167
GPS 7,60.0,20410730.465,20410728.122,-4224951.16727,-4222766.46928,-1.86264514923e-09,780682.5227, -4985400.6948, 4450184.5133,4,4,70.8516157315,38.826990182,40.6083469898,278.037398167
GPS 9,60.0,23036146.416,23036144.951,-1274285.05193,-1271259.25325,-5.58793544769e-09,40906.6062, -5013593.4000, 4486650.7954,4,4,24.8023261721,284.532937612,40.6083469898,278.037398167
GPS 20,60.0,22715173.721,22715170.906,-1943004.22196,-2010093.0708,-6.98491930962e-09,1178129.2095, -4783562.9361, 4582288.1503,4,4,29.4885888132,59.8943964129,40.6083469898,278.037398167
GPS 24,60.0,23310974.28,23310974.028,-1106488.88914,-1102688.94886,-1.39698386192e-09,209049.2496, -5443539.0757, 3948671.7049,4,4,21.7753947852,226.29602672,40.6083469898,278.037398167
GPS 28,60.0,21450397.891,21450395.142,-3677768.87455,-3675789.44444,-1.02445483208e-08,918785.4103, -5220746.6715, 4143363.9778,4,4,44.0593733643,149.298433219,40.6083469898,278.037398167
GPS 4,90.0,20341055.324,20341053.321,-4143374.2604,-4139185.13373,-6.053596735e-09,612350.9687, -5140137.9218, 4297887.3795,4,4,66.1126248038,226.762713857,40.6083469898,278.037398167
GPS 7,90.0,20411821.285,20411818.961,-4223860.32667,-4221675.62621,-1.86264514923e-09,782101.2786, -4985465.8731, 4449862.3696,4,4,70.7692672337,39.4615570418,40.6083469898,278.037398167
GPS 9,90.0,23039958.861,23039957.463,-1270472.54256,-1267446.73131,-5.58793544769e-09,39743.0210, -5015426.0322, 4484612.5472,4,4,24.7745828034,284.290334922,40.6083469898,278.037398167
GPS 20,90.0,22720665.579,22720662.737,-1937512.37225,-2004601.22048,-6.98491930962e-09,1177936.0023, -4781667.9186, 4584315.2358,4,4,29.4168590784,59.6593539218,40.6083469898,278.037398167
GPS 24,90.0,23292725.504,23292725.363,-1124737.54656,-1120937.59198,-1.39698386192e-09,211862.8605, -5440150.7723, 3953188.7374,4,4,21.9772448003,226.418113069,40.6083469898,278.037398167
GPS 28,90.0,21465128.243,21465125.422,-3663038.57759,-3661059.1469,-1.02445483208e-08,919904.2756, -5222272.8858, 4141191.7996,4,4,43.8195462694,149.399647006,40.6083469898,278.037398167
GPS 4,120.0,20332860.088,20332858.122,-4151569.4696,-4147380.33812,-6.053596735e-09,612959.9528, -5138987.1208, 4299176.5443,4,4,66.3486043415,227.021783831,40.6083469898,278.037398167
GPS 7,120.0,20412956.003,20412953.694,-4222725.58876,-4220540.88392,-1.86264514923e-09,783520.4324, -4985534.8446, 4449535.4292,4,4,70.6855192342,40.0920470195,40.6083469898,278.037398167
GPS 9,120.0,23043876.001,23043874.514,-1266555.45767,-1263529.64809,-5.58793544769e-09,38560.7547, -5017258.7358, 4482572.4018,4,4,24.7457032404,284.047882281,40.6083469898,278.037398167
GPS 20,120.0,22726266.261,22726263.664,-1931911.6582,-1999000.50272,-6.98491930962e-09,1177756.7462, -4779760.4116, 4586350.0679,4,4,29.3439272761,59.4252079831,40.6083469898,278.037398167
GPS 24,120.0,23274520.066,23274519.955,-1142942.94985,-1139142.97375,-1.39698386192e-09,214646.3569, -5436794.0293, 3957653.9914,4,4,22.1790994069,226.540809952,40.6083469898,278.037398167
GPS 28,120.0,21479932.511,21479929.674,-3648234.34088,-3646254.90959,-1.02445483208e-08,921029.5071, -5223808.9258, 4139003.7986,4,4,43.5798084941,149.500129322,40.6083469898,278.037398167
GPS 4,150.0,20324756.687,20324754.717,-4159672.84135,-4155483.70408,-6.053596735e-09,613570.2073, -5137840.2356, 4300460.0689,4,4,66.5843303516,227.284557937,40.6083469898,278.037398167
GPS 7,150.0,20414134.971,20414132.647,-4221546.61974,-4219361.91101,-1.86264514923e-09,784939.9905, -4985607.6098, 4449203.6887,4,4,70.6003877536,40.7184421407,40.6083469898,278.037398167
GPS 9,150.0,23047897.636,23047896.088,-1262533.87035,-1259508.05534,-5.58793544769e-09,37359.7591, -5019091.6401, 4480530.1972,4,4,24.7156915109,283.80558927,40.6083469898,278.037398167
GPS 20,150.0,22731975.844,22731973.419,-1926201.98903,-1993290.83349,-6.98491930962e-09,1177591.5045, -4777840.2281, 4588392.8008,4,4,29.2697991939,59.191968292,40.6083469898,278.037398167
GPS 24,150.0,23256358.35,23256358.206,-1161104.58026,-1157304.58377,-1.39698386192e-09,217400.2223, -5433468.4412, 3962068.3150,4,4,22.3809573573,226.664119222,40.6083469898,278.037398167
GPS 28,150.0,21494810.657,21494807.806,-3633356.22569,-3631376.79723,-1.02445483208e-08,922161.2233, -5225354.9036, 4136799.7656,4,4,43.340161861,149.5998866,40.6083469898,278.037398167
GPS 4,180.0,20316745.18,20316743.193,-4167684.33038,-4163495.18693,-6.053596735e-09,614181.7633, -5136697.2282, 4301738.0020,4,4,66.8197944606,227.551135756,40.6083469898,278.037398167
GPS 7,180.0,20415358.275,20415355.904,-4220323.33076,-4218138.61784,-1.86264514923e-09,786359.9593, -4985684.1693, 4448867.1445,4,4,70.5138888152,41.3407269131,40.6083469898,278.037398167
GPS 9,180.0,23052023.53,23052021.939,-1258408.04092,-1255382.22562,-5.58793544769e-09,36139.9844, -5020924.8742, 4478485.7708,4,4,24.6845517309,283.563465378,40.6083469898,278.037398167
GPS 20,180.0,22737794.293,22737791.814,-1920383.5204,-1987472.36032,-6.98491930962e-09,1177440.3424, -4775907.1783, 4590443.5903,4,4,29.1944807007,58.9596443689,40.6083469898,278.037398167
GPS 24,180.0,23238240.637,23238240.42,-1179222.17862,-1175422.15756,-1.39698386192e-09,220124.9330, -5430173.6072, 3966432.5407,4,4,22.5828173976,226.788042762,40.6083469898,278.037398167
GPS 28,180.0,21509762.312,21509759.535,-3618404.51443,-3616425.08601,-1.02445483208e-08,923299.5442, -5226910.9330, 4134579.4878,4,4,43.1006081777,149.698925129,40.6083469898,278.037398167
GPS 4,210.0,20308825.651,20308823.659,-4175603.85676,-4171414.70925,-6.053596735e-09,614794.6519, -5135558.0613, 4303010.3911,4,4,67.0549880389,227.821620607,40.6083469898,278.037398167
GPS 7,210.0,20416625.957,20416623.583,-4219055.64131,-4216870.92336,-1.86264514923e-09,787780.3453, -4985764.5237, 4448525.7932,4,4,70.4260384338,41.9588882588,40.6083469898,278.037398167
GPS 9,210.0,23056253.299,23056251.767,-1254178.21771,-1251152.40191,-5.58793544769e-09,34901.3783, -5022758.5672, 4476438.9597,4,4,24.6522881031,283.321519996,40.6083469898,278.037398167
GPS 20,210.0,22743721.364,22743718.758,-1914456.44376,-1981545.28539,-6.98491930962e-09,1177303.3268, -4773961.0698, 4592502.5935,4,4,29.1179777448,58.7282455585,40.6083469898,278.037398167
GPS 24,210.0,23220167.237,23220166.862,-1197295.45435,-1193495.41526,-1.39698386192e-09,222820.9581, -5426909.1308, 3970747.4860,4,4,22.7846782671,226.912582485,40.6083469898,278.037398167
GPS 28,210.0,21524787.368,21524784.609,-3603379.47712,-3601400.05214,-1.02445483208e-08,924444.5913, -5228477.1296, 4132342.7488,4,4,42.8611492371,149.79725106,40.6083469898,278.037398167
GPS 4,240.0,20300997.722,20300995.697,-4183431.78946,-4179242.63491,-6.053596735e-09,615408.9037, -5134422.6978, 4304277.2834,4,4,67.2899021898,228.096119716,40.6083469898,278.037398167
GPS 7,240.0,20417937.656,20417935.318,-4217743.88613,-4215559.16505,-1.86264514923e-09,789201.1553, -4985848.6739, 4448179.6309,4,4,70.3368526052,42.5729154462,40.6083469898,278.037398167
GPS 9,240.0,23060586.437,23060584.827,-1249845.12707,-1246819.30879,-5.58793544769e-09,33643.8869, -5024592.8480, 4474389.5999,4,4,24.6189049161,283.079762419,40.6083469898,278.037398167
GPS 20,240.0,22749756.475,22749753.754,-1908421.35338,-1975510.18799,-6.98491930962e-09,1177180.5265, -4772001.7078, 4594569.9689,4,4,29.0402963519,58.4977810286,40.6083469898,278.037398167
GPS 24,240.0,23202138.103,23202137.619,-1215324.54732,-1211524.49141,-1.39698386192e-09,225488.7594, -5423674.6196, 3975013.9535,4,4,22.9865386984,227.037740334,40.6083469898,278.037398167
GPS 28,240.0,21539884.99,21539882.227,-3588281.8675,-3586302.4429,-1.02445483208e-08,925596.4883, -5230053.6104, 4130089.3288,4,4,42.6217868177,149.894870409,40.6083469898,278.037398167
GPS 4,270.0,20293261.255,20293259.245,-4191168.24286,-4186979.08381,-6.053596735e-09,616024.5493, -5133291.1014, 4305538.7252,4,4,67.5245277357,228.374744386,40.6083469898,278.037398167
GPS 7,270.0,20419293.413,20419291.098,-4216388.10194,-4214203.37637,-1.86264514923e-09,790622.3961, -4985936.6204, 4447828.6539,4,4,70.2463472958,43.1828000194,40.6083469898,278.037398167
GPS 9,270.0,23065022.39,23065020.709,-1245409.17224,-1242383.34895,-5.58793544769e-09,32367.4541, -5026427.8452, 4472337.5270,4,4,24.5844065429,282.838201841,40.6083469898,278.037398167
GPS 20,270.0,22755899.229,22755896.46,-1902278.55868,-1969367.39388,-6.98491930962e-09,1177072.0123, -4770028.8945, 4596645.8765,4,4,28.9614426232,58.2682597698,40.6083469898,278.037398167
GPS 24,270.0,23184153.193,23184152.832,-1233309.3266,-1229509.24147,-1.39698386192e-09,228128.7920, -5420469.6862, 3979232.7308,4,4,23.1883974175,227.163518282,40.6083469898,278.037398167
GPS 28,270.0,21555054.797,21555051.931,-3573112.06637,-3571132.64342,-1.02445483208e-08,926755.3604, -5231640.4945, 4127819.0039,4,4,42.3825226834,149.991789059,40.6083469898,278.037398167
GPS 4,300.0,20285616.436,20285614.434,-4198813.02703,-4194623.8628,-6.053596735e-09,616641.6191, -5132163.2361, 4306794.7621,4,4,67.7588552051,228.657610189,40.6083469898,278.037398167
GPS 7,300.0,20420693.441,20420691.145,-4214988.04935,-4212803.31873,-1.86264514923e-09,792044.0747, -4986028.3642, 4447472.8584,4,4,70.1545384328,43.7885357277,40.6083469898,278.037398167
GPS 9,300.0,23069561.012,23069559.394,-1240870.55739,-1237844.73315,-5.58793544769e-09,31072.0218, -5028263.6876, 4470282.5759,4,4,24.5487974403,282.596847356,40.6083469898,278.037398167
GPS 20,300.0,22762149.708,22762146.941,-1896028.11448,-1963116.94409,-6.98491930962e-09,1176977.8570, -4768042.4295, 4598730.4776,4,4,28.8814227336,58.0396905943,40.6083469898,278.037398167
GPS 24,300.0,23166213.125,23166212.777,-1251249.40817,-1247449.3052,-1.39698386192e-09,230741.5037, -5417293.9474, 3983404.5912,4,4,23.3902531434,227.289918334,40.6083469898,278.037398167
GPS 28,300.0,21570296.66,21570293.787,-3557870.25983,-3555890.84441,-1.02445483208e-08,927921.3348, -5233237.9025, 4125531.5468,4,4,42.1433585839,150.088012764,40.6083469898,278.037398167
GPS 4,330.0,20278063.708,20278061.676,-4206365.75417,-4202176.5848,-6.053596735e-09,617260.1431, -5131039.0664, 4308045.4391,4,4,67.9928748183,228.944837159,40.6083469898,278.037398167
GPS 7,330.0,20422138.199,20422135.912,-4213543.31068,-4211358.5777,-1.86264514923e-09,793466.1982, -4986123.9059, 4447112.2403,4,4,70.061441895,44.3901184547,40.6083469898,278.037398167
GPS 9,330.0,23074202.442,23074200.695,-1236229.18244,-1233203.35246,-5.58793544769e-09,29757.5302, -5030100.5039, 4468224.5804,4,4,24.5120821469,282.355707954,40.6083469898,278.037398167
GPS 20,330.0,22768508.089,22768505.264,-1889669.87633,-1956758.70554,-6.98491930962e-09,1176898.1350, -4766042.1094, 4600823.9352,4,4,28.8002429294,57.8120821355,40.6083469898,278.037398167
GPS 24,330.0,23148318.19,23148317.99,-1269144.19206,-1265344.06257,-1.39698386192e-09,233327.3358, -5414147.0243, 3987530.2938,4,4,23.5921045884,227.416942526,40.6083469898,278.037398167
GPS 28,330.0,21585610.587,21585607.66,-3542556.36262,-3540576.94845,-1.02445483208e-08,929094.5405, -5234845.9568, 4123226.7261,4,4,41.9042962549,150.183547153,40.6083469898,278.037398167
GPS 4,360.0,20270602.502,20270600.473,-4213826.94701,-4209637.77241,-6.053596735e-09,617880.1513, -5129918.5574, 4309290.8005,4,4,68.2265764717,229.236549998,40.6083469898,278.037398167
GPS 7,360.0,20423627.113,20423624.845,-4212054.38086,-4209869.64537,-1.86264514923e-09,794888.7739, -4986223.2465, 4446746.7955,4,4,69.9670735034,44.9875461463,40.6083469898,278.037398167
GPS 9,360.0,23078945.72,23078943.94,-1231485.91055,-1228460.07629,-5.58793544769e-09,28423.9170, -5031938.4226, 4466163.3740,4,4,24.4742652826,282.114792519,40.6083469898,278.037398167
GPS 20,360.0,22774973.374,22774970.51,-1883204.59056,-1950293.41475,-6.98491930962e-09,1176832.9231, -4764027.7280, 4602926.4136,4,4,28.7179095271,57.5854428473,40.6083469898,278.037398167
GPS 24,360.0,23130468.445,23130468.235,-1286993.96901,-1283193.80906,-1.39698386192e-09,235886.7225, -5411028.5429, 3991610.5838,4,4,23.7939504579,227.544592922,40.6083469898,278.037398167
GPS 28,360.0,21600995.668,21600992.718,-3527171.29653,-3525191.88376,-1.02445483208e-08,930275.1084, -5236464.7817, 4120904.3065,4,4,41.6653374181,150.278397732,40.6083469898,278.037398167
GPS 4,390.0,20263233.269,20263231.248,-4221196.14485,-4217006.96481,-6.053596735e-09,618501.6736, -5128801.6745, 4310530.8901,4,4,68.4599497224,229.532878291,40.6083469898,278.037398167
GPS 7,390.0,20425160.699,20425158.448,-4210520.75715,-4208336.01695,-1.86264514923e-09,796311.8092, -4986326.3869, 4446376.5199,4,4,69.8714490134,45.580818739,40.6083469898,278.037398167
GPS 9,390.0,23083790.981,23083789.168,-1226640.63935,-1223614.80109,-5.58793544769e-09,27071.1184, -5033777.5724, 4464098.7889,4,4,24.4353515471,281.874109829,40.6083469898,278.037398167
GPS 20,390.0,22781545.79,22781542.974,-1876632.05738,-1943720.87733,-6.98491930962e-09,1176782.3000, -4761999.0761, 4605038.0789,4,4,28.6344289105,57.359781004,40.6083469898,278.037398167
GPS 24,390.0,23112664.383,23112663.966,-1304798.04389,-1300997.85601,-1.39698386192e-09,238420.0915, -5407938.1334, 3995646.1925,4,4,23.9957894502,227.672871623,40.6083469898,278.037398167
GPS 28,390.0,21616452.016,21616449.095,-3511714.98848,-3509735.58369,-1.02445483208e-08,931463.1715, -5238094.5033, 4118564.0489,4,4,41.4264837814,150.372569885,40.6083469898,278.037398167
GPS 4,419.999,20255955.779,20255953.681,-4228473.64872,-4224284.46116,-6.053596735e-09,619124.7187, -5127688.4206, 4311765.7096,4,4,68.6929760086,229.833946621,40.6083469898,278.037398167
GPS 7,419.999,20426738.498,20426736.253,-4208942.91052,-4206758.16719,-1.86264514923e-09,797735.2643, -4986433.3244, 4446001.4215,4,4,69.7745873552,46.1699185201,40.6083469898,278.037398167
GPS 9,419.999,23088737.245,23088735.471,-1221694.38749,-1218668.54886,-5.58793544769e-09,25699.1142, -5035618.0204, 4462030.7259,4,4,24.3953470704,281.633676567,40.6083469898,278.037398167
GPS 20,419.999,22788224.518,22788221.704,-1869953.25165,-1937042.07111,-6.98491930962e-09,1176746.3471, -4759956.0101, 4607159.0278,4,4,28.5498103694,57.1351121725,40.6083469898,278.037398167
GPS 24,419.999,23094906.196,23094905.662,-1322556.13165,-1318755.91842,-1.39698386192e-09,240927.7806, -5404875.5324, 3999637.7054,4,4,24.197613529,227.801776451,40.6083469898,278.037398167
GPS 28,419.999,21631978.314,21631975.408,-3496188.7201,-3494209.31886,-1.02445483208e-08,932658.8244, -5239735.1948, 4116205.7889,4,4,41.1877449957,150.466065776,40.6083469898,278.037398167
GPS 4,449.999,20248769.566,20248767.422,-4235659.85731,-4231470.6649,-6.053596735e-09,619749.3576, -5126578.6879, 4312995.3839,4,4,68.9256596922,230.139915104,40.6083469898,278.037398167
GPS 7,449.999,20428360.816,20428358.552,-4207320.59568,-4205135.8487,-1.86264514923e-09,799159.2418, -4986544.0671, 4445621.4711,4,4,69.6764976701,46.7548884667,40.6083469898,278.037398167
GPS 9,449.999,23093784.5,23093782.774,-1216647.06665,-1213621.22731,-5.58793544769e-09,24307.7451, -5037460.0180, 4459958.8777,4,4,24.3542540409,281.393485261,40.6083469898,278.037398167
GPS 20,449.999,22795009.91,22795007.028,-1863167.86395,-1930256.67641,-6.98491930962e-09,1176725.1448, -4757898.1783, 4609289.5710,4,4,28.4640547761,56.9114292878,40.6083469898,278.037398167
GPS 24,449.999,23077193.137,23077192.697,-1340269.08707,-1336468.84273,-1.39698386192e-09,243410.3714, -5401840.1748, 4003586.0934,4,4,24.399434834,227.931318163,40.6083469898,278.037398167
GPS 28,449.999,21647575.281,21647572.4,-3480591.73403,-3478612.33661,-1.02445483208e-08,933862.2839, -5241387.0953, 4113829.1217,4,4,40.9491068254,150.558896791,40.6083469898,278.037398167
GPS 4,479.999,20241675.066,20241672.936,-4242754.32646,-4238565.12911,-6.053596735e-09,620375.5989, -5125472.4803, 4314219.9134,4,4,69.1579814317,230.450919434,40.6083469898,278.037398167
GPS 7,479.999,20430027.729,20430025.479,-4205653.65489,-4203468.90275,-1.86264514923e-09,800583.7022, -4986658.6125, 4445236.6764,4,4,69.5771986766,47.3357143506,40.6083469898,278.037398167
GPS 9,479.999,23098932.47,23098930.748,-1211499.07647,-1208473.23084,-5.58793544769e-09,22896.9864, -5039303.6326, 4457883.1430,4,4,24.3120787056,281.153552381,40.6083469898,278.037398167
GPS 20,479.999,22801901.585,22801898.58,-1856276.2315,-1923365.03879,-6.98491930962e-09,1176718.7794, -4755825.4304, 4611429.8086,4,4,28.3771715082,56.6887475889,40.6083469898,278.037398167
GPS 24,479.999,23059526.156,23059525.679,-1357935.93966,-1354135.66454,-1.39698386192e-09,245868.1881, -5398831.8072, 4007491.9142,4,4,24.6012453143,228.061494668,40.6083469898,278.037398167
GPS 28,479.999,21663242.256,21663239.442,-3464924.7414,-3462945.34711,-1.02445483208e-08,935073.6492, -5243050.2822, 4111433.8739,4,4,40.7105788981,150.651064844,40.6083469898,278.037398167
GPS 4,509.999,20234672.287,20234670.15,-4249757.07767,-4245567.87506,-6.053596735e-09,621003.4716, -5124369.7651, 4315439.3392,4,4,69.3899292455,230.767111133,40.6083469898,278.037398167
GPS 7,509.999,20431739.381,20431737.109,-4203942.00631,-4201757.25242,-1.86264514923e-09,802008.6534, -4986776.9617, 4444847.0328,4,4,69.4767057888,47.9124033552,40.6083469898,278.037398167
GPS 9,509.999,23104180.857,23104178.999,-1206250.68868,-1203224.84052,-5.58793544769e-09,21466.7660, -5041148.9930, 4455803.3506,4,4,24.2688260712,280.913886264,40.6083469898,278.037398167
GPS 20,509.999,22808899.296,22808896.341,-1849278.51717,-1916367.32211,-6.98491930962e-09,1176727.3378, -4753737.5449, 4613579.9135,4,4,28.2891672018,56.4670746285,40.6083469898,278.037398167
GPS 24,509.999,23041905.577,23041905.077,-1375556.41712,-1371756.11058,-1.39698386192e-09,248301.6321, -5395850.0777, 4011355.8467,4,4,24.8030436395,228.192308194,40.6083469898,278.037398167
GPS 28,509.999,21678978.978,21678976.25,-3449188.02211,-3447208.63339,-1.02445483208e-08,936293.0611, -5244724.8892, 4109019.7896,4,4,40.472162868,150.742574868,40.6083469898,278.037398167
GPS 4,539.999,20227761.01,20227758.848,-4256668.34291,-4252479.13326,-6.053596735e-09,621633.0046, -5123270.5098, 4316653.7018,4,4,69.6214907164,231.088647865,40.6083469898,278.037398167
GPS 7,539.999,20433495.524,20433493.249,-4202185.83624,-4200001.07767,-1.86264514923e-09,803434.1038, -4986899.1158, 4444452.5355,4,4,69.3750343189,48.4849642987,40.6083469898,278.037398167
GPS 9,539.999,23109528.98,23109527.231,-1200902.5185,-1197876.6703,-5.58793544769e-09,20017.0099, -5042996.2279, 4453719.3283,4,4,24.2245012176,280.674495132,40.6083469898,278.037398167
GPS 20,539.999,22816002.446,22815999.621,-1842175.24351,-1909264.04606,-6.98491930962e-09,1176750.9088, -4751634.2968, 4615740.0597,4,4,28.2000485514,56.2464177786,40.6083469898,278.037398167
GPS 24,539.999,23024331.359,23024330.843,-1393130.55026,-1389330.21652,-1.39698386192e-09,250711.0990, -5392894.6392, 4015178.5572,4,4,25.0048284723,228.323761005,40.6083469898,278.037398167
GPS 28,539.999,21694784.831,21694782.025,-3433382.21043,-3431402.82186,-1.02445483208e-08,937520.6629, -5246411.0520, 4106586.6082,4,4,40.2338603767,150.833431688,40.6083469898,278.037398167
GPS 4,569.999,20220940.995,20220938.772,-4263488.37338,-4259299.15941,-6.053596735e-09,622264.2268, -5122174.6827, 4317863.0412,4,4,69.8526529696,231.415693741,40.6083469898,278.037398167
GPS 7,569.999,20435296.083,20435293.796,-4200385.25772,-4198200.49623,-1.86264514923e-09,804860.0616, -4987025.0760, 4444053.1796,4,4,69.2721994702,49.0534075647,40.6083469898,278.037398167
GPS 9,569.999,23114976.345,23114974.587,-1195455.11911,-1192429.27088,-5.58793544769e-09,18547.6419, -5044845.4664, 4451630.9030,4,4,24.1791092973,280.435387092,40.6083469898,278.037398167
GPS 20,569.999,22823210.733,22823207.963,-1834966.86191,-1902055.66413,-6.98491930962e-09,1176789.5837, -4749515.4581, 4617910.4235,4,4,28.1098223074,56.026784231,40.6083469898,278.037398167
GPS 24,569.999,23006803.443,23006802.941,-1410658.36117,-1406858.00262,-1.39698386192e-09,253096.9778, -5389965.1488, 4018960.6996,4,4,25.2065984675,228.455855395,40.6083469898,278.037398167
GPS 28,569.999,21710659.22,21710656.496,-3417507.79902,-3415528.41706,-1.02445483208e-08,938756.5998, -5248108.9083, 4104134.0650,4,4,39.9956730524,150.923640027,40.6083469898,278.037398167
GPS 4,599.999,20214212.762,20214210.509,-4270216.61665,-4266027.3989,-6.053596735e-09,622897.1667, -5121082.2523, 4319067.3965,4,4,70.083402648,231.748419616,40.6083469898,278.037398167
GPS 7,599.999,20437141.623,20437139.341,-4198539.68064,-4196354.91589,-1.86264514923e-09,806286.5355, -4987154.8436, 4443648.9600,4,4,69.1682163321,49.6177450333,40.6083469898,278.037398167
GPS 9,599.999,23120523.149,23120521.319,-1189908.32343,-1186882.46887,-5.58793544769e-09,17058.5840, -5046696.8375, 4449537.9003,4,4,24.1326555333,280.196570137,40.6083469898,278.037398167
GPS 20,599.999,22830524.429,22830521.728,-1827653.11793,-1894741.91819,-6.98491930962e-09,1176843.4559, -4747380.7974, 4620091.1826,4,4,28.0184952749,55.8081809971,40.6083469898,278.037398167
GPS 24,599.999,22989322.521,22989322.064,-1428139.14233,-1424338.75627,-1.39698386192e-09,255459.6517, -5387061.2683, 4022702.9158,4,4,25.4083522727,228.588593696,40.6083469898,278.037398167
GPS 28,599.999,21726602.373,21726599.735,-3401564.62556,-3399585.24583,-1.02445483208e-08,940001.0193, -5249818.5980, 4101661.8904,4,4,39.7576025109,151.013204503,40.6083469898,278.037398167
GPS 4,629.999,20207576.517,20207574.246,-4276852.84816,-4272663.62439,-6.053596735e-09,623531.8528, -5119993.1874, 4320266.8067,4,4,70.3137258867,232.087003427,40.6083469898,278.037398167
GPS 7,629.999,20439032.498,20439030.185,-4196648.80244,-4194464.0343,-1.86264514923e-09,807713.5341, -4987288.4197, 4443239.8716,4,4,69.0630998746,50.1779900137,40.6083469898,278.037398167
GPS 9,629.999,23126169.205,23126167.376,-1184262.24813,-1181236.38783,-5.58793544769e-09,15549.7560, -5048550.4705, 4447440.1449,4,4,24.0851452187,279.958052141,40.6083469898,278.037398167
GPS 20,629.999,22837943.537,22837940.774,-1820234.01159,-1887322.80971,-6.98491930962e-09,1176912.6208, -4745230.0796, 4622282.5168,4,4,27.9260743113,55.5906149082,40.6083469898,278.037398167
GPS 24,629.999,22971889.225,22971888.742,-1445572.36282,-1441771.95976,-1.39698386192e-09,257799.4977, -5384182.6637, 4026405.8357,4,4,25.6100885281,228.721978272,40.6083469898,278.037398167
GPS 28,629.999,21742614.139,21742611.508,-3385552.80804,-3383573.43053,-1.02445483208e-08,941254.0713, -5251540.2627, 4099169.8102,4,4,39.5196503553,151.102129636,40.6083469898,278.037398167
GPS 4,659.999,20201031.889,20201029.599,-4283397.45575,-4279208.22806,-6.053596735e-09,624168.3133, -5118907.4573, 4321461.3096,4,4,70.5436082862,232.431630524,40.6083469898,278.037398167
GPS 7,659.999,20440968.452,20440966.069,-4194712.89848,-4192528.12743,-1.86264514923e-09,809141.0664, -4987425.8057, 4442825.9091,4,4,68.9568649431,50.7341571776,40.6083469898,278.037398167
GPS 9,659.999,23131913.852,23131912.041,-1178517.63495,-1175491.77506,-5.58793544769e-09,14021.0757, -5050406.4949, 4445337.4604,4,4,24.0365837146,279.719840857,40.6083469898,278.037398167
GPS 20,659.999,22845467.443,22845464.566,-1812710.17426,-1879798.96655,-6.98491930962e-09,1176997.1763, -4743063.0664, 4624484.6076,4,4,27.8325663247,55.3740926162,40.6083469898,278.037398167
GPS 24,659.999,22954503.415,22954502.846,-1462958.13624,-1459157.70807,-1.39698386192e-09,260116.8868, -5381329.0054, 4030070.0778,4,4,25.811805866,228.856011523,40.6083469898,278.037398167
